,R,F,M,C,L
779,105,44,128750,0.603258718,95
780,3,86,119842,0.647968909,77
781,7,45,101385,0.765687133,94
782,30,78,113329,0.6849814259999999,94
783,14,59,108263,0.71581593,34
784,1,98,99128,0.7815750340000001,79
785,12,87,104670,0.739837298,27
786,39,25,118355,0.654261755,92
787,23,48,88016,0.879216392,38
788,13,53,59280,1.304834683,29
789,10,31,82721,0.934580215,112
790,12,61,102513,0.7541312809999999,87
791,2,54,87327,0.885256908,46
792,2,68,83233,0.928783415,78
793,5,80,110571,0.6987418040000001,48
794,2,70,91869,0.8396392690000001,81
795,2,61,71334,1.0811090079999999,43
796,9,59,96238,0.8011154640000001,100
797,3,71,108053,0.713502263,25
798,67,9,75093,1.026311241,17
799,33,43,63261,1.218127915,47
800,12,65,81718,0.942705034,85
801,1,118,113715,0.677334828,97
802,27,31,57054,1.348767483,43
803,34,13,123460,0.623107079,37
804,11,105,100538,0.7646203429999999,91
805,108,54,97929,0.7849829979999999,92
806,4,39,53274,1.441390547,55
807,2,67,83561,0.9188581990000001,66
808,24,43,93927,0.81727746,95
809,3,78,91540,0.8383759009999999,74
810,1,77,119849,0.640188153,106
811,2,33,60387,1.270434862,51
812,25,67,107438,0.71315326,84
813,1,34,52371,1.462471215,65
814,82,40,104027,0.7356240209999999,50
815,34,47,57546,1.329559135,49
816,14,49,98276,0.778446009,92
817,3,39,106909,0.71552526,102
818,8,47,102319,0.747021277,49
819,4,72,97247,0.785089206,65
820,113,30,55190,1.382804856,71
821,123,21,54220,1.4073332719999998,41
822,1,62,88473,0.862353147,71
823,3,31,95165,0.801548679,40
824,5,85,115578,0.6599335510000001,36
825,376,18,70739,1.077664372,46
826,22,41,56029,1.3586755069999998,96
827,71,12,112511,0.6764841659999999,48
828,10,88,99522,0.7644740859999999,77
829,4,43,103564,0.734484473,52
830,2,53,84028,0.904737825,38
831,20,56,65103,1.167142221,31
832,32,80,114222,0.664970058,104
833,24,42,53030,1.431651895,74
834,1,79,103403,0.7339671,27
835,96,30,85368,0.888219942,24
836,12,30,55918,1.3558616190000001,109
837,23,38,100035,0.757393112,85
838,25,49,100244,0.755588065,66
839,1,122,91128,0.83108397,22
840,7,60,99311,0.762068552,107
841,2,86,96033,0.7873670509999999,82
842,39,6,73392,1.03,62
843,235,6,73392,1.03,24
844,24,59,105575,0.7158654040000001,108
845,3,68,85336,0.885546077,71
846,1,62,87492,0.863288072,96
847,72,38,57596,1.30967272,44
848,6,104,99462,0.757270716,53
849,21,45,113659,0.662631116,36
850,1,59,104352,0.721700494,91
851,11,57,95289,0.7899742890000001,49
852,36,58,103107,0.729874305,84
853,11,78,109710,0.685185398,98
854,11,38,55596,1.351954277,12
855,8,31,55642,1.3507072,45
856,24,91,114600,0.655811606,22
857,1,82,118887,0.631932339,20
858,109,34,66320,1.132759349,64
859,3,54,98038,0.766080091,111
860,38,51,80432,0.933638602,80
861,4,62,91853,0.817490664,96
862,11,101,86102,0.871194513,60
863,3,98,90418,0.82935577,26
864,2,67,99772,0.751497414,28
865,1,58,82250,0.911499088,77
866,10,45,72849,1.028986397,102
867,1,45,77987,0.960536115,68
868,15,55,83780,0.8932666509999999,51
869,31,38,113467,0.659311165,83
870,5,53,85130,0.878743334,44
871,56,39,57001,1.311457343,39
872,9,51,92227,0.810541273,100
873,9,11,81937,0.912206573,17
874,60,31,52216,1.4311883330000001,96
875,7,51,93929,0.795260889,21
876,7,67,95559,0.78088584,83
877,75,65,95518,0.780413325,96
878,14,22,54730,1.361512333,31
879,1,64,101534,0.733608939,63
880,15,70,117261,0.635178874,92
881,14,73,97885,0.7606702759999999,89
882,25,55,91097,0.8169428190000001,47
883,30,59,88730,0.8379436490000001,55
884,6,63,84128,0.88377199,55
885,6,113,109075,0.681333761,106
886,3,72,60674,1.224716518,91
887,4,122,87871,0.844693244,97
888,3,79,98039,0.7569282629999999,89
889,19,78,81033,0.91528402,22
890,15,45,97205,0.7628747490000001,82
891,2,78,100891,0.7349542579999999,28
892,42,75,78024,0.9501409820000001,29
893,1,72,103478,0.715944549,96
894,180,45,80074,0.9250694359999999,88
895,107,47,105448,0.7023584140000001,82
896,2,61,57474,1.288559697,49
897,88,10,111277,0.665374696,27
898,14,32,79748,0.9281484179999999,93
899,1,57,92596,0.7992955420000001,72
900,85,58,51359,1.441034872,48
901,20,34,99007,0.7469786979999999,94
902,28,45,108968,0.6786184940000001,78
903,15,66,99380,0.743689072,92
904,11,52,54902,1.3461425809999998,68
905,4,103,126385,0.5845876489999999,108
906,61,61,82229,0.8973846209999999,102
907,2,32,68796,1.071943718,16
908,3,92,81252,0.907426648,21
909,6,58,94789,0.777775797,59
910,1,80,100890,0.73022133,104
911,8,46,82198,0.8951384459999999,99
912,14,85,96524,0.762113878,34
913,53,15,87979,0.8357346640000001,17
914,26,55,53082,1.38513677,62
915,9,70,90676,0.8107778240000001,109
916,4,84,88600,0.828726975,50
917,5,85,94910,0.7733566540000001,99
918,8,51,103334,0.710294095,61
919,5,66,87096,0.842461652,88
920,30,13,75939,0.9659100070000001,31
921,6,85,87222,0.8405888420000001,49
922,11,83,84586,0.866116497,107
923,6,89,76929,0.952323571,93
924,4,85,88084,0.829060102,44
925,20,53,100834,0.724125295,76
926,1,92,93608,0.7794460940000001,29
927,15,54,73594,0.991353507,56
928,6,78,92961,0.7846618470000001,38
929,5,45,94176,0.77380288,95
930,21,57,96770,0.752291723,52
931,18,44,94505,0.770116925,47
932,1,78,97688,0.744750123,85
933,13,69,122130,0.595677639,41
934,13,91,94399,0.770311126,46
935,4,56,99083,0.7335225009999999,27
936,4,44,69243,1.048949208,69
937,7,72,92591,0.784232377,83
938,287,49,81119,0.894173991,20
939,1,37,107668,0.67363915,23
940,4,88,94053,0.7709061909999999,16
941,9,84,101344,0.715400813,82
942,12,58,96418,0.751877658,57
943,4,60,107228,0.676071828,99
944,3,9,91224,0.794444444,21
945,151,11,95158,0.7609997059999999,19
946,10,33,94251,0.76655558,96
947,46,72,108362,0.666644027,102
948,29,38,57045,1.2653776840000002,96
949,130,27,72382,0.9970661209999999,19
950,8,35,71526,1.008923608,40
951,5,84,94699,0.760778361,103
952,31,27,83430,0.8632206640000001,23
953,87,55,91229,0.789220204,42
954,2,25,60909,1.181765256,92
955,76,24,104992,0.685569377,97
956,404,48,109680,0.65625,28
957,7,65,85774,0.838990253,48
958,5,67,107942,0.666477923,86
959,44,37,96596,0.744337447,72
960,5,68,49054,1.464808986,38
961,15,75,94885,0.756962955,33
962,10,78,95712,0.749861982,91
963,18,29,93670,0.766206897,66
964,4,61,91722,0.78226347,53
965,1,110,94212,0.761354286,36
966,67,26,50464,1.4205865569999998,83
967,7,62,82613,0.867230581,107
968,29,61,97269,0.7364044040000001,106
969,9,62,103017,0.695298834,89
970,37,53,93161,0.768521162,95
971,9,28,48681,1.4704897190000001,76
972,7,67,105406,0.678681764,93
973,18,79,79187,0.902894036,88
974,4,26,74707,0.956791465,112
975,20,60,79936,0.893743995,90
976,25,47,85104,0.839405903,72
977,22,47,93009,0.767970626,42
978,6,47,69445,1.0275776509999999,106
979,5,52,50564,1.410842497,61
980,19,12,86872,0.8210383090000001,18
981,12,47,55930,1.275212587,81
982,14,64,95009,0.7506681470000001,30
983,14,50,91885,0.7760869570000001,108
984,86,11,79822,0.892701511,21
985,8,49,95617,0.7450367609999999,68
986,7,43,76616,0.929799128,77
987,8,59,93989,0.7578648570000001,88
988,3,89,97760,0.728606997,84
989,39,50,66551,1.070130276,109
990,2,60,59525,1.19527963,64
991,12,50,86754,0.820040344,34
992,4,60,102459,0.694059575,47
993,6,67,94955,0.7487699440000001,71
994,5,40,56236,1.264161391,51
995,2,46,51348,1.38430046,70
996,4,82,83895,0.847254187,32
997,34,56,91642,0.7756107459999999,94
998,27,9,110088,0.645555556,46
999,148,28,48738,1.457490254,79
1000,30,65,105426,0.6734283759999999,48
1001,14,39,57173,1.241211236,16
1002,5,63,90448,0.7843940159999999,62
1003,72,17,60715,1.166852837,53
1004,27,8,75179,0.942246505,47
1005,3,84,110523,0.640647015,106
1006,18,37,90444,0.7828232940000001,76
1007,29,80,100267,0.7060982179999999,78
1008,3,45,82181,0.8610738490000001,89
1009,14,93,83778,0.84441154,25
1010,21,44,51657,1.369228759,72
1011,2,69,84501,0.8358346059999999,88
1012,20,82,97301,0.725362843,56
1013,1,78,88944,0.7927240740000001,84
1014,3,69,98985,0.712019397,54
1015,19,84,92064,0.765469565,91
1016,1,64,104064,0.676593058,77
1017,10,11,111496,0.630909091,30
1018,2,87,99343,0.707182388,63
1019,9,36,103715,0.677307911,46
1020,31,58,93874,0.7480802990000001,74
1021,4,45,89241,0.786511917,50
1022,3,78,82663,0.84868599,35
1023,58,51,70410,0.9960274109999999,35
1024,6,81,94452,0.74244971,71
1025,1,67,86831,0.807476938,74
1026,12,83,93223,0.751684992,93
1027,48,38,79321,0.88335611,89
1028,4,47,79014,0.886655909,43
1029,74,75,94837,0.738562797,98
1030,7,50,91158,0.7679431320000001,26
1031,5,43,96346,0.726250389,56
1032,2,103,98576,0.709802487,100
1033,16,53,58456,1.196730703,93
1034,13,59,106818,0.65477251,72
1035,220,40,84144,0.831087778,40
1036,5,92,90054,0.776382171,39
1037,85,23,97363,0.718099175,62
1038,18,74,75406,0.925861603,37
1039,117,31,48504,1.439048326,32
1040,5,66,104974,0.6636847220000001,79
1041,1,114,106887,0.651210811,73
1042,44,8,97856,0.71,30
1043,7,74,87556,0.793000365,80
1044,12,74,95970,0.723339585,47
1045,48,45,93363,0.74342941,65
1046,38,19,67361,1.0297544570000001,78
1047,22,51,49694,1.395562442,51
1048,87,9,64966,1.066327925,105
1049,11,53,70959,0.976189208,29
1050,10,63,89864,0.770572087,36
1051,32,27,49859,1.388584408,94
1052,9,39,101074,0.684744247,56
1053,2,82,98222,0.704230722,112
1054,40,52,99663,0.6938930190000001,78
1055,4,60,95528,0.72390922,62
1056,21,15,102029,0.677207167,24
1057,119,64,86680,0.796799954,82
1058,4,128,122933,0.561786827,100
1059,17,21,58554,1.179136865,40
1060,81,49,74209,0.9294625990000001,94
1061,6,68,95591,0.7215020240000001,20
1062,14,52,89362,0.771647904,96
1063,2,66,91139,0.756303449,107
1064,25,43,56979,1.208202145,72
1065,18,79,102497,0.671539069,36
1066,7,88,95204,0.7228046090000001,90
1067,7,62,84141,0.817781462,93
1068,4,76,106316,0.646832085,95
1069,9,61,93582,0.734644483,57
1070,69,63,108742,0.63222306,102
1071,13,99,89194,0.770776846,87
1072,6,59,96721,0.710553034,84
1073,3,35,84602,0.8123133020000001,96
1074,25,93,93800,0.73240629,76
1075,6,55,86833,0.7908684490000001,38
1076,24,50,86748,0.791493983,25
1077,16,83,119272,0.575621269,23
1078,4,54,87334,0.7857932759999999,41
1079,28,67,99876,0.686488346,80
1080,92,44,78334,0.8720875990000001,37
1081,1,71,83498,0.8177744379999999,26
1082,77,8,97856,0.6975,54
1083,8,67,107343,0.6357259439999999,107
1084,14,66,95500,0.714466492,74
1085,5,37,49165,1.3865882230000002,26
1086,2,45,64879,1.050657223,79
1087,2,88,82559,0.825079034,71
1088,7,74,87838,0.77524067,69
1089,97,55,83607,0.814324997,87
1090,2,63,90250,0.7542840999999999,90
1091,1,96,106628,0.638373879,62
1092,9,63,82060,0.82876639,23
1093,4,66,86473,0.7864642140000001,78
1094,25,65,92968,0.7314930940000001,83
1095,175,9,89386,0.760529166,13
1096,28,24,58285,1.166275543,85
1097,18,38,47103,1.4430961930000001,100
1098,11,75,104980,0.6472666220000001,23
1099,3,42,82833,0.819982012,64
1100,18,48,76188,0.890162362,100
1101,3,84,79768,0.8483582390000001,43
1102,9,48,103296,0.655015683,96
1103,1,38,90002,0.751680518,95
1104,14,41,77675,0.870894754,57
1105,20,59,80922,0.8352330640000001,52
1106,64,15,73334,0.920963128,21
1107,15,50,89808,0.751963299,102
1108,7,98,93582,0.7206628409999999,86
1109,9,70,72324,0.932417455,54
1110,15,53,75761,0.8900197990000001,71
1111,112,23,47595,1.416268936,68
1112,4,60,88340,0.762685873,33
1113,36,34,84475,0.797343238,54
1114,16,46,97431,0.690650512,28
1115,3,66,96751,0.695424233,84
1116,22,64,89491,0.7517455390000001,103
1117,6,58,49869,1.349008201,87
1118,12,97,115517,0.582283647,63
1119,61,50,83383,0.8066655070000001,32
1120,4,73,107221,0.62728915,27
1121,2,63,101041,0.665195416,93
1122,2,55,101325,0.663082359,67
1123,13,83,101114,0.664267955,24
1124,5,37,80277,0.8366723970000001,34
1125,11,54,59159,1.134827161,20
1126,94,56,73248,0.91625,46
1127,5,54,80811,0.830013488,77
1128,5,77,94466,0.7099307690000001,52
1129,263,17,90438,0.741289723,106
1130,3,61,99005,0.676810666,57
1131,27,24,75020,0.8923636359999999,23
1132,68,25,77593,0.862744191,92
1133,2,75,91756,0.7291747679999999,110
1134,3,62,87570,0.7639901790000001,41
1135,6,8,81088,0.825,85
1136,27,47,108535,0.61626093,27
1137,5,77,51017,1.310647431,27
1138,16,93,78812,0.847757067,85
1139,2,45,53533,1.247749239,36
1140,16,84,92563,0.721065869,62
1141,6,42,74786,0.892427995,82
1142,4,31,53936,1.236860909,93
1143,1,62,87482,0.7623050459999999,108
1144,3,27,46587,1.431428295,79
1145,1,95,81511,0.818104182,43
1146,2,65,88117,0.7564273640000001,109
1147,3,60,90460,0.7367836609999999,40
1148,21,33,83267,0.800237669,31
1149,437,31,110216,0.60440544,42
1150,18,54,88445,0.752916615,81
1151,5,42,95736,0.695375825,95
1152,6,69,74659,0.891297365,87
1153,7,62,87599,0.7595434879999999,55
1154,16,57,96789,0.6873007259999999,80
1155,5,68,89790,0.74069863,17
1156,1,128,98649,0.6740434270000001,17
1157,7,76,86218,0.7711289990000001,71
1158,6,67,103410,0.642522193,22
1159,14,56,87501,0.7590530390000001,95
1160,52,63,86986,0.7634627409999999,54
1161,9,56,97831,0.678767262,79
1162,1,76,94455,0.7028135090000001,108
1163,22,31,82520,0.804163718,57
1164,6,70,88915,0.746303211,81
1165,66,40,89451,0.741461247,34
1166,7,86,81293,0.815594824,42
1167,30,8,97856,0.6775,26
1168,2,38,74979,0.884175169,53
1169,10,75,82533,0.8032435509999999,92
1170,32,28,58744,1.128214286,31
1171,3,58,92630,0.715125553,28
1172,6,56,94125,0.703703373,46
1173,7,66,104688,0.632428741,26
1174,3,60,85396,0.774692023,56
1175,3,108,76956,0.8595644259999999,84
1176,28,10,111243,0.594440819,112
1177,50,21,85913,0.7695947059999999,21
1178,31,17,67111,0.985147442,46
1179,4,71,78274,0.844210977,38
1180,1,83,98330,0.6719452859999999,51
1181,60,42,96446,0.684900773,79
1182,25,62,88828,0.7436010040000001,46
1183,23,32,118596,0.556829741,18
1184,2,59,82148,0.803856089,73
1185,6,45,75513,0.874336472,98
1186,2,62,65751,1.00370367,102
1187,51,61,96606,0.68244726,59
1188,2,60,94677,0.69633966,100
1189,107,25,99217,0.664036304,80
1190,1,103,94561,0.6964352109999999,40
1191,34,64,80426,0.818625942,94
1192,8,66,79955,0.822299043,28
1193,17,53,55075,1.193531729,56
1194,144,71,81869,0.802114353,43
1195,6,43,53080,1.237156745,81
1196,10,71,84420,0.77772471,55
1197,9,48,78464,0.836235471,18
1198,9,60,82184,0.798367322,31
1199,2,34,84604,0.775308023,25
1200,3,49,78459,0.835948457,21
1201,2,43,93727,0.6997169440000001,38
1202,35,57,90166,0.726836612,89
1203,4,81,91228,0.718119985,109
1204,17,66,87963,0.7447026590000001,109
1205,9,33,84484,0.7748500309999999,79
1206,20,55,103053,0.635123674,82
1207,107,10,89033,0.7347814859999999,96
1208,67,10,100784,0.6489639229999999,75
1209,30,34,87913,0.7438075140000001,27
1210,7,39,81039,0.804813608,106
1211,10,50,96270,0.6773808040000001,93
1212,3,60,96998,0.6712497159999999,33
1213,2,116,83165,0.782612517,80
1214,217,32,46488,1.400029255,42
1215,1,74,99702,0.652215703,45
1216,6,13,77042,0.844045975,37
1217,60,28,47951,1.3555404480000002,64
1218,14,50,95085,0.6834599570000001,30
1219,16,71,91365,0.7112315440000001,77
1220,49,51,86803,0.748592215,40
1221,12,63,91024,0.713542692,110
1222,63,40,52906,1.227439421,65
1223,2,64,89078,0.7288708770000001,96
1224,2,34,47751,1.35951645,101
1225,11,45,80817,0.8032229609999999,83
1226,39,11,89648,0.724004216,70
1227,2,39,83889,0.7726835459999999,72
1228,1,101,82033,0.7897719209999999,112
1229,71,10,98764,0.655965331,88
1230,2,45,90950,0.7120016490000001,93
1231,35,46,88065,0.735062056,65
1232,3,82,87360,0.7409887820000001,98
1233,265,11,90291,0.716932695,65
1234,15,61,98900,0.654428514,105
1235,6,30,83790,0.772333333,80
1236,1,97,93299,0.6935350859999999,63
1237,4,88,87325,0.740870083,103
1238,19,18,94550,0.6838852459999999,32
1239,65,43,99065,0.652629385,80
1240,1,81,84659,0.763417239,36
1241,28,25,84429,0.765015931,36
1242,6,13,98379,0.65643674,104
1243,42,71,76605,0.842243326,76
1244,9,91,83244,0.774857888,89
1245,1,76,74101,0.870106206,67
1246,11,48,93831,0.68701783,54
1247,6,9,110088,0.585555556,38
1248,3,59,98344,0.655315017,20
1249,57,28,80963,0.795878735,95
1250,23,26,50024,1.28795738,18
1251,289,18,94161,0.684170092,90
1252,57,23,47238,1.363048817,64
1253,15,89,96608,0.6664313510000001,25
1254,1,43,93049,0.69179658,22
1255,224,7,62686,1.026835338,16
1256,68,25,44870,1.433750836,39
1257,14,59,86620,0.742177442,20
1258,5,53,86686,0.741590338,93
1259,12,56,80865,0.794874297,85
1260,90,35,55938,1.1490632490000001,110
1261,12,51,53198,1.207902929,89
1262,5,51,84896,0.75665261,89
1263,255,5,61160,1.05,104
1264,13,39,49396,1.299550976,90
1265,65,15,65979,0.9722899709999999,94
1266,11,63,85096,0.7538277940000001,91
1267,5,52,56462,1.1353775990000001,105
1268,4,73,78754,0.81388666,77
1269,4,26,47873,1.337733378,30
1270,11,57,80646,0.7940450859999999,92
1271,2,77,90123,0.710465253,107
1272,6,71,83712,0.764650707,78
1273,2,95,74066,0.862945346,101
1274,5,40,69761,0.916007655,20
1275,2,28,91701,0.69680407,106
1276,5,73,95647,0.668030362,97
1277,131,43,85974,0.743074883,99
1278,8,25,52450,1.2176,49
1279,47,63,80675,0.791293957,98
1280,4,49,75477,0.845687295,34
1281,22,46,89271,0.714593877,90
1282,314,10,100472,0.634799745,18
1283,2,59,80541,0.791726947,32
1284,38,9,91224,0.698888889,21
1285,2,81,75182,0.847747732,101
1286,87,7,85624,0.7442857140000001,16
1287,2,75,60283,1.056982731,33
1288,4,107,79501,0.801270927,34
1289,1,73,80241,0.7936877659999999,23
1290,4,65,96693,0.658601864,70
1291,3,76,71746,0.886963733,84
1292,32,64,93264,0.682162356,40
1293,24,34,95000,0.669690526,81
1294,32,67,89045,0.714236622,15
1295,57,39,56993,1.1158591409999998,109
1296,44,28,43915,1.447174086,106
1297,24,71,88022,0.721764104,75
1298,28,12,85695,0.741325632,40
1299,6,54,80475,0.789281267,65
1300,13,50,47419,1.339272022,52
1301,18,63,90508,0.701515115,72
1302,16,47,95635,0.663811052,41
1303,7,52,88665,0.7158285679999999,93
1304,4,30,43997,1.4425556290000001,22
1305,26,50,79538,0.7968496820000001,79
1306,7,67,115950,0.546489866,51
1307,33,51,79381,0.798170595,37
1308,70,75,77582,0.816596247,82
1309,10,61,98657,0.641866669,87
1310,123,6,62259,1.017113992,51
1311,5,72,90317,0.701083628,92
1312,14,77,86916,0.72837993,62
1313,74,19,50352,1.256990983,45
1314,4,46,81221,0.779039657,98
1315,1,49,76772,0.8236952270000001,79
1316,5,93,78991,0.8000583609999999,30
1317,45,29,93643,0.67474611,77
1318,15,49,93195,0.677956972,66
1319,11,62,83902,0.75303485,18
1320,8,36,77225,0.817882551,85
1321,13,78,80399,0.785563626,42
1322,90,20,89005,0.709340599,41
1323,33,36,53142,1.187838997,27
1324,41,11,84655,0.7455329279999999,92
1325,8,54,77036,0.819158575,96
1326,28,33,43164,1.4618181819999998,83
1327,31,35,45965,1.3726352659999999,91
1328,104,44,68873,0.915871241,90
1329,5,48,80586,0.782426848,74
1330,345,9,67245,0.937580192,34
1331,1,49,75716,0.832198082,56
1332,9,55,88604,0.711070945,70
1333,5,19,48560,1.297306219,14
1334,86,5,61160,1.03,33
1335,1,82,86882,0.724723993,35
1336,22,40,99177,0.634788005,80
1337,4,81,85753,0.734077525,93
1338,3,61,99202,0.634378944,105
1339,5,54,88586,0.710252297,94
1340,100,7,85624,0.7342857140000001,72
1341,31,40,70631,0.889793009,69
1342,12,62,81546,0.770479116,52
1343,17,48,48815,1.286855884,80
1344,18,52,73187,0.8582962820000001,34
1345,2,42,56487,1.1109582740000001,107
1346,20,42,80686,0.776964157,59
1347,11,69,89629,0.699150052,92
1348,130,26,43810,1.428440995,39
